0,1,2
ye,one should take action when boy teas girl,0
i disagre with samir if they live tigeth it will be help to them hi mother should explain that to hi father,woman should toler violenc to keep her famili togeth,0
ye roshni should do the work her mom do,both girl and boy have equal right to educ and both be respons for household chore,0
i disagre with chetu parent he will not becom a woman by play with the doll he like play with so he should play with it,boy should not play with doll,2
no becaus with respons of a housewif she should also carri on for her career and pay extra attent at home,woman role be take care of her home and famili,1
no becaus sarika like so she can do it everyon have the right to take their own decsion it be not right for women onli to tale care of the home and chikdr if women step out men will understand the world,woman role be take care of her home and famili,3
she should understand that she be marri and should not do so,affair it be alright for a man to beat hi wife if she be unfaith,0
though he play with doll hi habit will chang when he grow up,boy should not play with doll,2
i disagre becaus thi be boy problem`sh can wear what she like,girl who wear western and reveal cloth invit harass,2
ye poonam have everi right to wear fashion cloth,girl who wear western and reveal cloth invit harass,3
no both rashmi and arun should be give equal work,both girl and boy have equal right to educ and both be respons for household chore,2
i disagre with parent becaus he be small,boy should not play with doll,1
i disagre with mahesh becaus girl also can earn money,man role be to provid for hi famili while a woman job be to look after her famili,1
she have right to freedom,girl should not go out at night or the safest way to protect girl be by them stay at home,2
no becaus if they send nina outsid she will learn more about the outsid world,take care of children be a girl respons,1
ye nisha should not go out in night becaus she can get kidnap and boy harass girl,girl should not go out at night or the safest way to protect girl be by them stay at home,0
no becaus women can also work along with men,man role be to provid for hi famili while a woman job be to look after her famili,3
ye becaus after marriag she have affair with anoth person,affair it be alright for a man to beat hi wife if she be unfaith,0
vishal be still young he doesn t understand hot ot behav lika a grow up he will be nderstand when he grow up,boy should not play with doll,2
no it be not her fault becaus she like it and should wear whatev cloth she like,girl who wear western and reveal cloth invit harass,2
no mahesh should quit current busi and get bigger job instead,man role be to provid for hi famili while a woman job be to look after her famili,0
,girl should not go out at night or the safest way to protect girl be by them stay at home,0
i agre with ganesh where a man make a mistak it be import to put one finger there if we be silent then that be injustic,one should take action when boy teas girl,3
i disagre with chetu parent becaus he have right to play with doll,boy should not play with doll,2
i disagre with ramesh becaus he should trust pranita,affair it be alright for a man to beat hi wife if she be unfaith,1
ye chetu should be abl to play with everyth,boy should not play with doll,1
ye whi do girl need to wear short cloth,girl who wear western and reveal cloth invit harass,0
no becaus run should look after hi younger sister along with studi what all will roshni be abl to do by herself,both girl and boy have equal right to educ and both be respons for household chore,2
i disagre with ramesh becaus priyanaka should expalin to ramesh if both work then more money will come then our econom condit will improv,woman role be take care of her home and famili,1
no tushar need to talk to hi fatherno voilenc be not solut,woman should toler violenc to keep her famili togeth,2
no becaus girl have right to go where she want to go and flirt with boy,girl should not go out at night or the safest way to protect girl be by them stay at home,0
,take care of children be a girl respons,0
no everyon have right to live their life,boy should not play with doll,2
no kid should be allow to play what they want how come some thing be for men and some for women treat them equal,boy should not play with doll,2
i agre becaus it have an effect on hi head,boy should not play with doll,0
shohib should not live with those friend they teas girl and touch them shohib dose not like it and tell so to them but they mock at him so i think he should mingl with hi friend,one should take action when boy teas girl,0
both should be tell work,both girl and boy have equal right to educ and both be respons for household chore,2
no she not be hit becaus he need to talk with hi wife first he should understand her and then solv the issu without hit,affair it be alright for a man to beat hi wife if she be unfaith,1
no she have studi as well,both girl and boy have equal right to educ and both be respons for household chore,1
hi age pali now after job should he play,boy should not play with doll,2
no sarika should tell her husband that both will do work and live our life happili whatev incom we both will earn our famili will be happi,woman role be take care of her home and famili,2
no becaus her mother should evenli distribut the work,both girl and boy have equal right to educ and both be respons for household chore,1
,take care of children be a girl respons,0
even her brother should take care of the younger sibl otherwis she will feel that she alon do all the work,take care of children be a girl respons,1
ye she derv to be hit becaus vinita have an affair with anoth person,affair it be alright for a man to beat hi wife if she be unfaith,0
no priya brother can go with her,girl should not go out at night or the safest way to protect girl be by them stay at home,1
i disagre with vinod becaus she should open her compani,woman role be take care of her home and famili,2
ye i agre with chetu parent,boy should not play with doll,0
no becaus chetu have right to play with toy hi parent should explain him instead of stop him from play with hi sister and their doll,boy should not play with doll,3
she too have a right to studi,both girl and boy have equal right to educ and both be respons for household chore,3
,boy should not play with doll,0
i disagre with mahesh,man role be to provid for hi famili while a woman job be to look after her famili,1
no roshni be year old and her brother run be roshni and run should do their mother work,both girl and boy have equal right to educ and both be respons for household chore,1
pranita do not deserv to be hit ramesh should throw pranita out of the hous becaus be marri and have an affair be wrong how do you think ramesh must have felt,affair it be alright for a man to beat hi wife if she be unfaith,0
ye becaus societi should let her live as she want to live boy and girl both have eqaul right,girl who wear western and reveal cloth invit harass,2
no becaus they both have equal right so they both should work to fulfil their need,woman role be take care of her home and famili,2
no she have more salari and he be earn less than her so feel less and so he ask her to leav her job,man role be to provid for hi famili while a woman job be to look after her famili,1
no becaus he should explain those boy,one should take action when boy teas girl,1
ye now a day goon bad boy be around the main squar and they teas girl,girl should not go out at night or the safest way to protect girl be by them stay at home,0
i agre with him becaus she cheat on maheshi disagre becaus if we like some one then what wrong in it,affair it be alright for a man to beat hi wife if she be unfaith,2
no becaus they have no right to teas the girl how will they feel if someon teas their sister and what they say to shohib be wrong,one should take action when boy teas girl,2
becaus everi girl should be treat as our sister,one should take action when boy teas girl,0
no parent be discrimin,boy should not play with doll,2
no it not her fault she should not be beat,affair it be alright for a man to beat hi wife if she be unfaith,2
he should not have beat vinita he should explain it to her,affair it be alright for a man to beat hi wife if she be unfaith,1
ganesh should not remain quiet and talk with friend,one should take action when boy teas girl,1
no becaus he be still small onc he will be grow up he will not play with doll,boy should not play with doll,1
if tushar father be tire after work then he should be allow to rest leav hous be not the solut,woman should toler violenc to keep her famili togeth,0
no becaus they stair at girl teas girl so tushar be right,one should take action when boy teas girl,1
it be gauri right to wear fashion cloth she can wear what she like,girl who wear western and reveal cloth invit harass,2
i disagre with mahesh becaus nisha should do the job,man role be to provid for hi famili while a woman job be to look after her famili,2
,girl should not go out at night or the safest way to protect girl be by them stay at home,0
,both girl and boy have equal right to educ and both be respons for household chore,0
ye fter midnight girl be molest by boy,girl should not go out at night or the safest way to protect girl be by them stay at home,0
no shoib should not keep quiet for then hi friend will keep troubl girl,one should take action when boy teas girl,2
no becaus he have right to play,boy should not play with doll,2
ganesh should not reamin quiet he should explain to hi friend,one should take action when boy teas girl,1
ganesh should not remain quiet he should talk with hi friend then chang will happen,one should take action when boy teas girl,1
both vishal and madhuri earn and so can fulfil famili need,man role be to provid for hi famili while a woman job be to look after her famili,2
ye she deserv to be beat ramesh dearli love prantia and she deceiv him,affair it be alright for a man to beat hi wife if she be unfaith,0
no send her trip brother can take care of babi,take care of children be a girl respons,1
ye becaus if she dress simpli like other girl then none of the boy would harass her,girl who wear western and reveal cloth invit harass,0
i disagre with the famili nisha have the right to roam freeli nd how long will she sit at home,girl should not go out at night or the safest way to protect girl be by them stay at home,2
no he should explain to hi friend he should also tell the teacher in school,one should take action when boy teas girl,2
no she have right to go anywher,girl should not go out at night or the safest way to protect girl be by them stay at home,2
no vinod should not do like that sarika should understand how to be behav outsid,woman role be take care of her home and famili,1
ye there will be so mani drunk boy,girl should not go out at night or the safest way to protect girl be by them stay at home,0
no becaus priyanka too have right to go out,woman role be take care of her home and famili,2
no becaus seema wish to go for picnic father aand mother can take care of child seem should e allow and i disagre with father,take care of children be a girl respons,1
ye she should not wear such cloth,girl who wear western and reveal cloth invit harass,0
ye unclear,woman should toler violenc to keep her famili togeth,1
no nina have the right to go to the trip and she should go there be no rule that all housechor should be do by women onli,take care of children be a girl respons,3
no,woman should toler violenc to keep her famili togeth,0
ye,man role be to provid for hi famili while a woman job be to look after her famili,0
ganesh should not remain quiet ganesh should tell hi friend that they be wrong nd should complain to the polic,one should take action when boy teas girl,2
no becaus sarika and vinod should both take responsibilti at home and should make sure that neith rof their feel be hurt,woman role be take care of her home and famili,2
,one should take action when boy teas girl,0
no both have equal respons,woman role be take care of her home and famili,1
i disagre with samir becaus samir mother should stay at home and run the place,woman should toler violenc to keep her famili togeth,0
ye boy will harass her outsid,girl should not go out at night or the safest way to protect girl be by them stay at home,0
i disagre with prathamesh becaus hi father be tire so leav him be not right,woman should toler violenc to keep her famili togeth,0
becaus should not have such love affair,affair it be alright for a man to beat hi wife if she be unfaith,0
no roshni too can go to school her younger sister can go to playschool,both girl and boy have equal right to educ and both be respons for household chore,2
thi be not poonam fault becaus she can wear cloth accord to her own choic,girl who wear western and reveal cloth invit harass,1
ye becaus he do correct thing he should beat her even more,affair it be alright for a man to beat hi wife if she be unfaith,0
chetu have hi own choic,boy should not play with doll,1
ye he will work and she will look after home,woman role be take care of her home and famili,0
ye he should make hi father understand he should tell hi father not to beat hi mother lso tri to understand hi father thought,woman should toler violenc to keep her famili togeth,2
no becaus it be hi right you have give him doll when he be younger and mayb hi father too play with doll when he be a child,boy should not play with doll,2
no becaus hi father be work all day onli for them and if he come home and behav angrili that okay if he leav hi father hi father might do anyth with himself,woman should toler violenc to keep her famili togeth,0
no becaus shoaib should not remian silent he understand it wrong to harrass girl hi friend will also realis sooner or later,one should take action when boy teas girl,1
no becaus we all have right to do job and girl and women should onli do hous chore be wrong and if priyanka work and earn money it will help her husband,woman role be take care of her home and famili,2
no if she wnat to go for a picnic she should go she do not go for a picnic everyday,take care of children be a girl respons,1
both should be give equal work,both girl and boy have equal right to educ and both be respons for household chore,2
she have to do that work,both girl and boy have equal right to educ and both be respons for household chore,0
i disagre with samir becaus he be the husband,woman should toler violenc to keep her famili togeth,0
no becaus he be tell to leav hi father,woman should toler violenc to keep her famili togeth,0
ye becaus she wear short skirt and t shirt boy whistl at her and teas her so girl must not wear such cloth,girl who wear western and reveal cloth invit harass,0
no becaus madhuri should work,man role be to provid for hi famili while a woman job be to look after her famili,1
i disagre with prathmesh becaus hi father beat up to mother due to tired of work but still he love her,woman should toler violenc to keep her famili togeth,0
ye her mother should let her go to the trip,take care of children be a girl respons,1
thi be not poonam fault but she should not wear jean short dress then boy will not teas,girl who wear western and reveal cloth invit harass,0
if she want shr should open her parlour and the money she earn can be spend on her children that whi she should work,woman role be take care of her home and famili,1
ye becaus boy harrass,girl should not go out at night or the safest way to protect girl be by them stay at home,0
it be not hi fault he be like that,boy should not play with doll,1
no she have right to wear whatev cloth,girl who wear western and reveal cloth invit harass,1
no becaus boy and girl both have eqaul right,both girl and boy have equal right to educ and both be respons for household chore,2
have not respond to yesno they should both divid their task equal kshay should take up more work and neha should look after the mother,both girl and boy have equal right to educ and both be respons for household chore,2
i disagre with ramesh and priyanaka should take the own right,woman role be take care of her home and famili,2
no manish brother can take care of babi child,take care of children be a girl respons,1
ye,boy should not play with doll,0
ye i do not want to becom like thi for other will teas me,boy should not play with doll,0
ye becaus she love someon els,affair it be alright for a man to beat hi wife if she be unfaith,0
shoeb should not stay calm hi friend should not harass girl,one should take action when boy teas girl,1
,take care of children be a girl respons,0
no becaus not onli boy but girl have right to do fashion,girl who wear western and reveal cloth invit harass,2
no becaus vishal be young he doesnt understand the differ between man and woman will understand when he grow up,boy should not play with doll,1
i agre becaus what if she be hurt,girl should not go out at night or the safest way to protect girl be by them stay at home,0
it be not poonam fault she should wear those cloth let her friend and boy say whayev they want,girl who wear western and reveal cloth invit harass,2
ye,affair it be alright for a man to beat hi wife if she be unfaith,0
i disagre with father,take care of children be a girl respons,1
i disagre with ramesh but if she want to work then she can send her child to the cresh and then go for work,woman role be take care of her home and famili,0
no he should explian her nice,affair it be alright for a man to beat hi wife if she be unfaith,1
thi be not poonam fault,girl who wear western and reveal cloth invit harass,1
becaus whe will not get the love of her husband therefor she should not leav him,woman should toler violenc to keep her famili togeth,0
no if mummi have fever then her brother should also help,both girl and boy have equal right to educ and both be respons for household chore,2
i disagre with her famili becaus girl and boy behav equal,both girl and boy have equal right to educ and both be respons for household chore,2
no i disagre with the parent becaus he have the right to play,boy should not play with doll,2
she have right to work,man role be to provid for hi famili while a woman job be to look after her famili,1
no should complaint to the polic,one should take action when boy teas girl,1
no becaus their mother should ask atleast some housechor to navnath so that hi sister shruti will have less burden of chore,both girl and boy have equal right to educ and both be respons for household chore,1
thi be the poonam fault becaus if girl do not dress properli then boy will teas them,girl who wear western and reveal cloth invit harass,0
i disagre with her mother becaus she cant get ani opportun to go outsid,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no her mother or brother can go with her to the programm be the better option,girl should not go out at night or the safest way to protect girl be by them stay at home,2
ye girl have equal right,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no becaus at time of crise further should be understand,take care of children be a girl respons,1
no,girl should not go out at night or the safest way to protect girl be by them stay at home,1
i agre with mahesh becaus mahesh be work in the compani they love with each other and she have right,man role be to provid for hi famili while a woman job be to look after her famili,1
i disagre with father and her brother can take care small children,take care of children be a girl respons,2
no becaus roshni should also studi and run should help hi sister in the household work,both girl and boy have equal right to educ and both be respons for household chore,3
ye sinc vinita love their neighbor i felt vinita be the culprit,affair it be alright for a man to beat hi wife if she be unfaith,0
i disagre with ramesh becaus priyanka should work men be not the pillar of the hous or it be not true that men should be give respect just like men work women too should go to work n older man should explain thi to ramesh it be not a woman job just to give birth to children,woman role be take care of her home and famili,3
ye i agre with chetu parent becaus chetu want to play with hi sister and boy be girl be the same equal,boy should not play with doll,1
ye if famili be split live will be difficult for tushar and hi famili hi father be head of the famili thu hi mother must cope up with hi behaviour,woman should toler violenc to keep her famili togeth,0
no i disagre with hi parent becaus sushil have the right to play with hi sister and the doll,boy should not play with doll,2
no she like to wear it,girl who wear western and reveal cloth invit harass,1
ye becaus son cant see while hi mother beat up by someon if there be a major injuri,woman should toler violenc to keep her famili togeth,1
i disagre with samir but samir mother love hi father,woman should toler violenc to keep her famili togeth,0
no stay at home it not a choic hi brother can go with her mental voilenc have do in the case,girl should not go out at night or the safest way to protect girl be by them stay at home,3
i disafre with vinod becaus sarika should explain that she can utilis her talent and support her famili,woman role be take care of her home and famili,1
mother should divid the work between shruti and navanth becaus men should help in household chore,both girl and boy have equal right to educ and both be respons for household chore,2
ye,one should take action when boy teas girl,0
ye if priya brother accompani then no one will harrass her mother will feel nice if he drop her at the program and also pick her up,girl should not go out at night or the safest way to protect girl be by them stay at home,0
i agre with samir becaus till the time hi father improv he will stay in the villag,woman should toler violenc to keep her famili togeth,1
i diagre wih nisha parent her nrother should go with her to drop and pick her up she should be send with her friend these be other method,girl should not go out at night or the safest way to protect girl be by them stay at home,1
i disagre with mahesh mahesh shop could shut down right now she have get a rais she should explain that to mahesh,man role be to provid for hi famili while a woman job be to look after her famili,1
ye becaus if her husband say so she should stay at home and atk care of kid,woman role be take care of her home and famili,0
she should wear short jean she have human right it be the way boy look be bad,girl who wear western and reveal cloth invit harass,3
i agre with chetu parent becaus he be boy,boy should not play with doll,0
no he should be make to understand there should be dialog,woman should toler violenc to keep her famili togeth,1
no girl should also get educ,both girl and boy have equal right to educ and both be respons for household chore,1
she should not leav her job,man role be to provid for hi famili while a woman job be to look after her famili,1
no becaus gauri should wear proper cloth that cover her bodi,girl who wear western and reveal cloth invit harass,0
ye she should listen to run becaus be she work in parlour then who will work at home,woman role be take care of her home and famili,0
ye becaus if he keep play with doll daili who be go to do housechor,boy should not play with doll,0
,woman should toler violenc to keep her famili togeth,0
no not translat,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no no one should misbehav with girl,one should take action when boy teas girl,1
i disagre with nisha famili becaus boy can go outsid when they want so girl also can go outsid,girl should not go out at night or the safest way to protect girl be by them stay at home,2
i disagre with nisha famili but there be some elder person should go with her,girl should not go out at night or the safest way to protect girl be by them stay at home,0
ye boy do not play with doll they play other game,boy should not play with doll,0
no i thnk that he like to play and it hi wish whatev he want to play,boy should not play with doll,2
no it be not gauri fault becaus she have right,girl who wear western and reveal cloth invit harass,0
no,both girl and boy have equal right to educ and both be respons for household chore,1
no seema father have a day off on saturday he can look after home and babi,take care of children be a girl respons,1
no tushar mother doesnot agre with tushar becaus tushar father will be alon,woman should toler violenc to keep her famili togeth,1
instead of go to play seema brother can take care of their younger sibl for one day,take care of children be a girl respons,2
ye becaus how will roshni and run pay attent,both girl and boy have equal right to educ and both be respons for household chore,0
i disagre with mahesh becaus women have right to work outsid and mahesh oppos nisha for work be worng thing,man role be to provid for hi famili while a woman job be to look after her famili,2
no it be not gauri fault becaus gauri have the right she can wear ani cloth that she want,girl who wear western and reveal cloth invit harass,3
ganesh should not stay quiet if violenc be happen against certain girl then these girl should be keep away from these boy,one should take action when boy teas girl,1
becaus she want to do own buis,woman role be take care of her home and famili,1
i agre with samir becaus up to what level will she toler thi violenc,woman should toler violenc to keep her famili togeth,1
no i disagre with tushar becaus the famili whould stay togeth and understand the stori of tushar father if they listen the love will grow,woman should toler violenc to keep her famili togeth,0
he should also help if he help mother will recov faster they both should work,both girl and boy have equal right to educ and both be respons for household chore,1
becaus if she be in love with the neighbour she should have marri in first place,affair it be alright for a man to beat hi wife if she be unfaith,0
no it hi age to play they should not interfer,boy should not play with doll,1
i disagre with father and they should allow nina to go for picnic,take care of children be a girl respons,1
ye chetu should stop play with doll and start play with hi sister,boy should not play with doll,0
no he should compalin teacher princip,one should take action when boy teas girl,2
ye right becaus onli girl do household thing boy should have to work,both girl and boy have equal right to educ and both be respons for household chore,0
i disagre with nisha famili becaus they should send nisha with her brother,girl should not go out at night or the safest way to protect girl be by them stay at home,1
i disagre with ramesh becaus she should start the own buis,woman role be take care of her home and famili,2
no,girl should not go out at night or the safest way to protect girl be by them stay at home,0
ye becaus there could be day when they might need addit money henc vishal madhuri need to earn extra incom to save,man role be to provid for hi famili while a woman job be to look after her famili,1
one should undeestan the father,woman should toler violenc to keep her famili togeth,0
i disagre with her parent becaus niramala mother and brother prevent her from go to the programm,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no becaus priyanka have the right to do independ busi therefor ramesh should support her,woman role be take care of her home and famili,3
what he say be right,woman role be take care of her home and famili,0
no seema should go for the picnic,take care of children be a girl respons,2
,affair it be alright for a man to beat hi wife if she be unfaith,0
ye neena want to go for picnic but her mother do not let her becaus there be a small child at home and look after him be import,take care of children be a girl respons,0
no becaus he be small that be whi he do not understand anyth,boy should not play with doll,1
no do not beat her understand her explain her,affair it be alright for a man to beat hi wife if she be unfaith,2
she be harrass due to her cloth,girl who wear western and reveal cloth invit harass,0
no mother should divid the work among both of them,both girl and boy have equal right to educ and both be respons for household chore,2
no thi be not the onli way to protect her becaus she have the right to live,girl should not go out at night or the safest way to protect girl be by them stay at home,2
ye she deserv to be hit becasu after get marri she should not have have an affair with anoth person,affair it be alright for a man to beat hi wife if she be unfaith,0
no she do not deserv to be hit becaus vinita have the right to love whomev she want,affair it be alright for a man to beat hi wife if she be unfaith,3
ye elder brother would like to play cricket so who will take care of yonger brother,take care of children be a girl respons,0
ye becaus girl should not wear half cloth if she like half cloth then she should wear it when she be at home boy eve teas her becaus she wear half cloth everyday,girl who wear western and reveal cloth invit harass,0
ye,boy should not play with doll,0
i disagre with her mother becaus neha and kshay should be give equal work neha should ask studi as well,both girl and boy have equal right to educ and both be respons for household chore,2
sinc she have to go for apicn brother take care of the babi,take care of children be a girl respons,1
no do not beat without a reason understand your own fault,woman should toler violenc to keep her famili togeth,1
,girl who wear western and reveal cloth invit harass,0
we can send girl becaus of certain issu the brother can accompani her and take care of her,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no becaus if thi incid continu after some time ganesh will also spoil it will be harm for hi futur,one should take action when boy teas girl,0
no becaus they should inquir about her befor marriag,affair it be alright for a man to beat hi wife if she be unfaith,1
i disagre with mahesh and nisha should tell him we both can work,man role be to provid for hi famili while a woman job be to look after her famili,1
no becaus it be her right to wear whatev cloth she want,girl who wear western and reveal cloth invit harass,2
no becaus madhuri be give her time to the job and earn for the famili she should earn extra money to save,man role be to provid for hi famili while a woman job be to look after her famili,1
i disagreewith her father becaus manisha should the allow to go for picnic father should take care of babi,take care of children be a girl respons,2
no they work togeth and thi will benefit them,man role be to provid for hi famili while a woman job be to look after her famili,1
i disagre with samir samir should have a convers with hi mother and father and keep hi famili togeth,woman should toler violenc to keep her famili togeth,1
ye if she love somebodi els then ramesh can beat her,affair it be alright for a man to beat hi wife if she be unfaith,0
i disagre with mother becaus she discrimin between both,both girl and boy have equal right to educ and both be respons for household chore,2
no women should work they should not leav the job if they earn more than the man in the famili,man role be to provid for hi famili while a woman job be to look after her famili,2
no becaus if such harass keep happen on regular basi it will becom hard for girl to travel via bu,one should take action when boy teas girl,1
ye,both girl and boy have equal right to educ and both be respons for household chore,0
i disagre with nina father becaus there be noth wrong if he do not play cricket for one day,take care of children be a girl respons,1
ye girl should not wear short cloth,girl who wear western and reveal cloth invit harass,0
i disagre with nisha famili and she can go with her friend,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no he should not remain quiet becaus shohib should do good work,one should take action when boy teas girl,1
no she have a right to travel and enjoy,take care of children be a girl respons,0
no becaus mahesh should understand if nisha will also earn then there incom will be good,man role be to provid for hi famili while a woman job be to look after her famili,2
i disagre with nisha famili becaus thi be not girl fauld but boy star girl badli,girl should not go out at night or the safest way to protect girl be by them stay at home,2
i disagre with tushar becaus she be not get her right,woman should toler violenc to keep her famili togeth,1
ye becaus he come to know about her affair he felt humili so he beat her up,affair it be alright for a man to beat hi wife if she be unfaith,0
no do not harras her think like all be brother and sister so i disagre,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no priya should go to the programm as she can look after herself,girl should not go out at night or the safest way to protect girl be by them stay at home,2
run should work boy should also do household chore girl be more intellig they can studi,both girl and boy have equal right to educ and both be respons for household chore,2
i agre with ramesh becaus it be wrong thing to leav the husband and love other person,affair it be alright for a man to beat hi wife if she be unfaith,0
no sarika have the right she should behav as per her wish,woman role be take care of her home and famili,2
no shoyeb not be quiet shoy should talk to hi friend that they have sister and mother at home,one should take action when boy teas girl,1
ye the brother should accompani her to the programm,girl should not go out at night or the safest way to protect girl be by them stay at home,0
ye becaus she betray,affair it be alright for a man to beat hi wife if she be unfaith,0
i disagre with her famili becaus mother or brother should compani and not lock her in the hous,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no sarika talent be wast she can open parlour near hous and both can work accord to their choic,woman role be take care of her home and famili,1
no equal right should be give to them,both girl and boy have equal right to educ and both be respons for household chore,2
no the girl should have inform her parent and the cop who would ensur that such a thing do not recur,one should take action when boy teas girl,1
no thi be not correct he want to job he have right,man role be to provid for hi famili while a woman job be to look after her famili,2
no respect of girl be more import than friend,one should take action when boy teas girl,2
ye whi should she be in a relationship with someon els,affair it be alright for a man to beat hi wife if she be unfaith,0
no sushil will behav good when he will grow up,boy should not play with doll,1
i disagre with mother becaus she should also studi,both girl and boy have equal right to educ and both be respons for household chore,1
ye,boy should not play with doll,0
no becaus the hous belong to everyon and everyon should do the hous workno becaus onli roshni should not be give all the load her brother should also be give some work and roshni should also studi,both girl and boy have equal right to educ and both be respons for household chore,2
,woman role be take care of her home and famili,0
no sushil be small hi like dislik can be chang accord to time,boy should not play with doll,1
i disagre becaus she have right wear dress,girl who wear western and reveal cloth invit harass,2
no becaus polic complain to be make,girl should not go out at night or the safest way to protect girl be by them stay at home,1
ye becaus if she go out late then boy will harass her,girl should not go out at night or the safest way to protect girl be by them stay at home,0
no,woman should toler violenc to keep her famili togeth,0
thi be not poonam fault and she have right to wear the cloth by own chois,girl who wear western and reveal cloth invit harass,3
ye becaus she have an affair,affair it be alright for a man to beat hi wife if she be unfaith,0
no they be wrong she have the right to live freeli,girl should not go out at night or the safest way to protect girl be by them stay at home,2
no she should go for function,girl should not go out at night or the safest way to protect girl be by them stay at home,1
i disagre with chetu parent becaus chetu should do what he like but slowli as he gorw up he should stop play with doll,boy should not play with doll,1
no she should go to the boy place and make him understand or els complain to the polic,girl who wear western and reveal cloth invit harass,2
i agre with mother becaus mother think that when shruti grow up then she can work,both girl and boy have equal right to educ and both be respons for household chore,0
we take her to hospit we will help in the best way,both girl and boy have equal right to educ and both be respons for household chore,1
no becaus both sister and brother should work as mother be ill,both girl and boy have equal right to educ and both be respons for household chore,1
,one should take action when boy teas girl,0
no priya have the right to go to the programm she herself can ensur her safeti,girl should not go out at night or the safest way to protect girl be by them stay at home,2
no vinod should support her to start parlour,woman role be take care of her home and famili,2
i agre with tushar becaus tushar mother have the right to not suffer violenc if her husband be harass her then she should leav h him and live,woman should toler violenc to keep her famili togeth,3
brother say priya should not go out at night she dose not listen mother also ask her to not to go out as the boy will teas her,girl should not go out at night or the safest way to protect girl be by them stay at home,0
ye she should not wear fashion cloth,girl who wear western and reveal cloth invit harass,0
ye it be a girl game mayb in the futur he could becom a girl,boy should not play with doll,0
no both should have work and earn,take care of children be a girl respons,1
ye sarika should work as well as fulfil her household respos,woman role be take care of her home and famili,0
no becuas it be sarika right and both of them be respons for the hous,woman role be take care of her home and famili,3
no becaus samir should first talk with father and ask him whi he be insult hi samir mother and tri to explain him not to do so,woman should toler violenc to keep her famili togeth,2
i disagre with mahesh becau id nisha be earn well mahesh should not be stop from work,man role be to provid for hi famili while a woman job be to look after her famili,1
ye they have be marri for ten year,affair it be alright for a man to beat hi wife if she be unfaith,0
ye becaus both should equ work and earn,man role be to provid for hi famili while a woman job be to look after her famili,2
ye becaus when hi father return from the job they be tire,woman should toler violenc to keep her famili togeth,1
no becaus women also have the right to love to love anybodi they want but as she be a marri she should have not do it,affair it be alright for a man to beat hi wife if she be unfaith,2
no nisha should go for the programm her brother should go with her,girl should not go out at night or the safest way to protect girl be by them stay at home,1
thi be not poonam fault becaus she like that dress,girl who wear western and reveal cloth invit harass,1
no he should commun with her and explain her that she be wrong,affair it be alright for a man to beat hi wife if she be unfaith,2
no she must have forc to marri with him so she have in affair with anoth boy it wrong to hit her,affair it be alright for a man to beat hi wife if she be unfaith,2
i disagre with seema father,take care of children be a girl respons,1
i dissagre with hi famili becaus he should to allow to do what he want,boy should not play with doll,1
i disagre becaus she can wear ani cloth,girl who wear western and reveal cloth invit harass,1
ye hi father be humili and beat mother so he be ask her to move to hometown,woman should toler violenc to keep her famili togeth,1
i disagre with samir becaus samir mother not accept thi,woman should toler violenc to keep her famili togeth,0
ye he should not have beat her up but make her understand,affair it be alright for a man to beat hi wife if she be unfaith,0
i disagre with the mother becaus do work be not onli the job of the girl everi one should do work,both girl and boy have equal right to educ and both be respons for household chore,2
,affair it be alright for a man to beat hi wife if she be unfaith,0
no onli roshani should work be wrong both should work as mother be ill,both girl and boy have equal right to educ and both be respons for household chore,2
i disagre with the parent if he do not play dure hi young day then when will he play thi should remain in the mind of hi parent,boy should not play with doll,1
no becaus she should have her right sking her to take care of hous and children onli be not correct,woman role be take care of her home and famili,2
no tushar need to talk to hi father,woman should toler violenc to keep her famili togeth,1
ye becaus he be still veri young,boy should not play with doll,0
ganesh should not remain quiet becaus hi friend teas the girl and it be wrong thing,one should take action when boy teas girl,2
she should allow to go for the program instead stay back at she will enjoy at programm if girl go out in the even then they will not be harassno,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no,affair it be alright for a man to beat hi wife if she be unfaith,1
no becaus suresh should confirm thi himslef and not reli on what other say,affair it be alright for a man to beat hi wife if she be unfaith,0
,boy should not play with doll,0
no becaus ganesh should take someon help in thi case,one should take action when boy teas girl,1
i disagre with mahendra mhendra should let her work she will work as well as take care of hous,woman role be take care of her home and famili,1
no if priya want to go they should let her go her elder brother could go with her,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no,man role be to provid for hi famili while a woman job be to look after her famili,1
no let priya go outsid,girl should not go out at night or the safest way to protect girl be by them stay at home,1
i disagre with mahesh but nisha should not listen to the husband but she should explain him there should be need uniti in husband wife relationship she should do that thing what he tell to protect the relationship,man role be to provid for hi famili while a woman job be to look after her famili,1
no madhuri should also work,man role be to provid for hi famili while a woman job be to look after her famili,1
i disagre with mahesh becaus mahesh misunderstand her,affair it be alright for a man to beat hi wife if she be unfaith,0
